DATE,IPG2211A2N
1948-09-01,7.4813
1948-10-01,7.5576
1948-11-01,7.6594
1948-12-01,7.9648
1949-01-01,8.1429
1949-02-01,7.9648
1949-03-01,7.8630
1949-04-01,7.6849
1949-05-01,7.5322
1949-06-01,7.5831
1949-07-01,7.6849
1949-08-01,7.8630
1949-09-01,7.9393
1949-10-01,7.8884
1949-11-01,8.0920
1949-12-01,8.5501
1950-01-01,8.9572
1950-02-01,8.7536
1950-03-01,8.8045
1950-04-01,8.7027
1950-05-01,8.6773
1950-06-01,8.7536
1950-07-01,8.7791
1950-08-01,8.9826
1950-09-01,9.1099
1950-10-01,9.2626
1950-11-01,9.3898
1950-12-01,9.7206
1951-01-01,10.2804
1951-02-01,10.1277
1951-03-01,10.1277
1951-04-01,10.1023
1951-05-01,9.8987
1951-06-01,10.0260
1951-07-01,10.0769
1951-08-01,10.3059
1951-09-01,10.4077
1951-10-01,10.3313
1951-11-01,10.5349
1951-12-01,10.8403
1952-01-01,11.3746
1952-02-01,11.1202
1952-03-01,11.0438
1952-04-01,10.7639
1952-05-01,10.5603
1952-06-01,10.6367
1952-07-01,10.8148
1952-08-01,11.1711
1952-09-01,11.3746
1952-10-01,11.3492
1952-11-01,11.4510
1952-12-01,11.8581
1953-01-01,12.2653
1953-02-01,11.8836
1953-03-01,11.9599
1953-04-01,11.8836
1953-05-01,11.7309
1953-06-01,11.8836
1953-07-01,12.0617
1953-08-01,12.2398
1953-09-01,12.2398
1953-10-01,12.1380
1953-11-01,12.0617
1953-12-01,12.4688
1954-01-01,13.1559
1954-02-01,12.7996
1954-03-01,12.7487
1954-04-01,12.5961
1954-05-01,12.3416
1954-06-01,12.5452
1954-07-01,12.8760
1954-08-01,13.2068
1954-09-01,13.2577
1954-10-01,13.1559
1954-11-01,13.2068
1954-12-01,13.8684
1955-01-01,14.2755
1955-02-01,14.2246
1955-03-01,14.2246
1955-04-01,14.0720
1955-05-01,13.7921
1955-06-01,13.9193
1955-07-01,14.2755
1955-08-01,14.9880
1955-09-01,15.0898
1955-10-01,14.8099
1955-11-01,14.8863
1955-12-01,15.6497
1956-01-01,16.2095
1956-02-01,16.0059
1956-03-01,15.8532
1956-04-01,15.6497
1956-05-01,15.4970
1956-06-01,15.5988
1956-07-01,15.8278
1956-08-01,16.2095
1956-09-01,16.1077
1956-10-01,15.8278
1956-11-01,15.8278
1956-12-01,16.5403
1957-01-01,17.2782
1957-02-01,17.0492
1957-03-01,16.8202
1957-04-01,16.5403
1957-05-01,16.2604
1957-06-01,16.4640
1957-07-01,17.1256
1957-08-01,17.6599
1957-09-01,17.4055
1957-10-01,16.9220
1957-11-01,16.9729
1957-12-01,17.6090
1958-01-01,18.2198
1958-02-01,17.9144
1958-03-01,17.6854
1958-04-01,17.0747
1958-05-01,16.7439
1958-06-01,17.1765
1958-07-01,17.6599
1958-08-01,18.3725
1958-09-01,18.4233
1958-10-01,17.8635
1958-11-01,17.7872
1958-12-01,18.7287
1959-01-01,19.7211
1959-02-01,19.3903
1959-03-01,19.2885
1959-04-01,18.8305
1959-05-01,18.7033
1959-06-01,19.2885
1959-07-01,19.7975
1959-08-01,20.2046
1959-09-01,20.4082
1959-10-01,19.4921
1959-11-01,19.4412
1959-12-01,20.5609
1960-01-01,21.4260
1960-02-01,21.1207
1960-03-01,21.2225
1960-04-01,20.5100
1960-05-01,19.8992
1960-06-01,20.4082
1960-07-01,20.9171
1960-08-01,21.7314
1960-09-01,21.7569
1960-10-01,20.7390
1960-11-01,20.5100
1960-12-01,21.2734
1961-01-01,22.2912
1961-02-01,21.8332
1961-03-01,21.5278
1961-04-01,21.1716
1961-05-01,21.1716
1961-06-01,21.6296
1961-07-01,22.1386
1961-08-01,23.1819
1961-09-01,23.3091
1961-10-01,22.3930
1961-11-01,22.0622
1961-12-01,22.9783
1962-01-01,24.3524
1962-02-01,23.7162
1962-03-01,23.5636
1962-04-01,22.6984
1962-05-01,22.5966
1962-06-01,23.3600
1962-07-01,24.0725
1962-08-01,24.7341
1962-09-01,24.7341
1962-10-01,23.7162
1962-11-01,23.5636
1962-12-01,24.4542
1963-01-01,25.8792
1963-02-01,25.5738
1963-03-01,25.0904
1963-04-01,24.1488
1963-05-01,24.1488
1963-06-01,24.9377
1963-07-01,26.0573
1963-08-01,26.8971
1963-09-01,26.5154
1963-10-01,25.1667
1963-11-01,24.8613
1963-12-01,26.0828
1964-01-01,27.7877
1964-02-01,26.9480
1964-03-01,26.8716
1964-04-01,26.4390
1964-05-01,26.2354
1964-06-01,27.1006
1964-07-01,28.8310
1964-08-01,29.6199
1964-09-01,28.9837
1964-10-01,27.4823
1964-11-01,26.8716
1964-12-01,28.3730
1965-01-01,29.4926
1965-02-01,28.8310
1965-03-01,28.8819
1965-04-01,28.2203
1965-05-01,27.7368
1965-06-01,28.7292
1965-07-01,30.0270
1965-08-01,31.0449
1965-09-01,30.8922
1965-10-01,29.3908
1965-11-01,28.6020
1965-12-01,30.0524
1966-01-01,31.2739
1966-02-01,31.2230
1966-03-01,30.7904
1966-04-01,29.8234
1966-05-01,29.5944
1966-06-01,30.7395
1966-07-01,33.3605
1966-08-01,34.3529
1966-09-01,33.3350
1966-10-01,31.2484
1966-11-01,30.8413
1966-12-01,32.2409
1967-01-01,34.0057
1967-02-01,33.4386
1967-03-01,32.4015
1967-04-01,32.1480
1967-05-01,31.0903
1967-06-01,32.4500
1967-07-01,33.5208
1967-08-01,33.9031
1967-09-01,32.8847
1967-10-01,32.8199
1967-11-01,33.3328
1967-12-01,35.3355
1968-01-01,36.6540
1968-02-01,35.7445
1968-03-01,35.4553
1968-04-01,33.8313
1968-05-01,33.4557
1968-06-01,35.5834
1968-07-01,36.2265
1968-08-01,37.5304
1968-09-01,36.7003
1968-10-01,34.9508
1968-11-01,35.5800
1968-12-01,38.1611
1969-01-01,39.5631
1969-02-01,39.1469
1969-03-01,38.4248
1969-04-01,36.5978
1969-05-01,35.8030
1969-06-01,38.3830
1969-07-01,40.2530
1969-08-01,41.5962
1969-09-01,39.7839
1969-10-01,38.1561
1969-11-01,39.1837
1969-12-01,40.5850
1970-01-01,42.4417
1970-02-01,41.9205
1970-03-01,40.9983
1970-04-01,39.5963
1970-05-01,39.3342
1970-06-01,40.5680
1970-07-01,42.5758
1970-08-01,44.1428
1970-09-01,42.9478
1970-10-01,39.9396
1970-11-01,40.3255
1970-12-01,41.4811
1971-01-01,44.2786
1971-02-01,43.7052
1971-03-01,42.1146
1971-04-01,40.8031
1971-05-01,40.2181
1971-06-01,42.8967
1971-07-01,44.5109
1971-08-01,45.4187
1971-09-01,44.8236
1971-10-01,43.2915
1971-11-01,43.3441
1971-12-01,44.9225
1972-01-01,48.1079
1972-02-01,49.2701
1972-03-01,47.1257
1972-04-01,43.8462
1972-05-01,41.4757
1972-06-01,43.1655
1972-07-01,44.7167
1972-08-01,47.2706
1972-09-01,46.1281
1972-10-01,44.0190
1972-11-01,46.4912
1972-12-01,51.3947
1973-01-01,55.0967
1973-02-01,53.1888
1973-03-01,49.7538
1973-04-01,46.1181
1973-05-01,44.2561
1973-06-01,46.7483
1973-07-01,48.5783
1973-08-01,50.3259
1973-09-01,49.3327
1973-10-01,46.3744
1973-11-01,47.1659
1973-12-01,49.0512
1974-01-01,53.0152
1974-02-01,50.8828
1974-03-01,49.0528
1974-04-01,46.1307
1974-05-01,44.7361
1974-06-01,46.4033
1974-07-01,49.9463
1974-08-01,50.9624
1974-09-01,47.9454
1974-10-01,46.4117
1974-11-01,47.0366
1974-12-01,52.1452
1975-01-01,54.8649
1975-02-01,53.5968
1975-03-01,51.3588
1975-04-01,48.5981
1975-05-01,45.4162
1975-06-01,46.6675
1975-07-01,49.7685
1975-08-01,51.4760
1975-09-01,48.6919
1975-10-01,46.0476
1975-11-01,47.0824
1975-12-01,53.5965
1976-01-01,59.7045
1976-02-01,56.0812
1976-03-01,52.1263
1976-04-01,47.9890
1976-05-01,45.9821
1976-06-01,48.5111
1976-07-01,51.2430
1976-08-01,52.5798
1976-09-01,50.3362
1976-10-01,48.4015
1976-11-01,52.4605
1976-12-01,59.9100
1977-01-01,65.1166
1977-02-01,60.4366
1977-03-01,54.1641
1977-04-01,49.7551
1977-05-01,48.5778
1977-06-01,51.5314
1977-07-01,54.9252
1977-08-01,55.0915
1977-09-01,52.4285
1977-10-01,49.9825
1977-11-01,51.1212
1977-12-01,58.6920
1978-01-01,64.4878
1978-02-01,63.4979
1978-03-01,57.8527
1978-04-01,50.6438
1978-05-01,49.2426
1978-06-01,52.4016
1978-07-01,54.6843
1978-08-01,56.6520
1978-09-01,54.2349
1978-10-01,51.4177
1978-11-01,53.2447
1978-12-01,59.8478
1979-01-01,67.6787
1979-02-01,67.1012
1979-03-01,60.4550
1979-04-01,54.4445
1979-05-01,50.6351
1979-06-01,52.4500
1979-07-01,54.6116
1979-08-01,56.7844
1979-09-01,53.4201
1979-10-01,51.9658
1979-11-01,53.8274
1979-12-01,59.1877
1980-01-01,64.4020
1980-02-01,63.8023
1980-03-01,59.9691
1980-04-01,52.3161
1980-05-01,49.0535
1980-06-01,51.6418
1980-07-01,57.6490
1980-08-01,59.5059
1980-09-01,56.8734
1980-10-01,53.9437
1980-11-01,55.6162
1980-12-01,62.4913
1981-01-01,68.2342
1981-02-01,62.6813
1981-03-01,59.2027
1981-04-01,53.3339
1981-05-01,51.4660
1981-06-01,55.6456
1981-07-01,59.7143
1981-08-01,59.7424
1981-09-01,55.5288
1981-10-01,53.8653
1981-11-01,54.8905
1981-12-01,62.4847
1982-01-01,69.6145
1982-02-01,63.3103
1982-03-01,58.8809
1982-04-01,53.2988
1982-05-01,49.1112
1982-06-01,51.9173
1982-07-01,55.7955
1982-08-01,56.3360
1982-09-01,53.1914
1982-10-01,50.9280
1982-11-01,53.2559
1982-12-01,57.8864
1983-01-01,64.9751
1983-02-01,58.2762
1983-03-01,56.4558
1983-04-01,52.1786
1983-05-01,48.4345
1983-06-01,50.9360
1983-07-01,57.0639
1983-08-01,60.6657
1983-09-01,56.9422
1983-10-01,52.9701
1983-11-01,54.9625
1983-12-01,64.6474
1984-01-01,72.1717
1984-02-01,65.2624
1984-03-01,62.3326
1984-04-01,56.5899
1984-05-01,54.3241
1984-06-01,57.0600
1984-07-01,59.7689
1984-08-01,61.4258
1984-09-01,57.2129
1984-10-01,53.9018
1984-11-01,56.3113
1984-12-01,62.4006
1985-01-01,71.5920
1985-02-01,69.7870
1985-03-01,61.6790
1985-04-01,56.7479
1985-05-01,54.6165
1985-06-01,57.3509
1985-07-01,61.8194
1985-08-01,62.4429
1985-09-01,59.8410
1985-10-01,55.6099
1985-11-01,57.2679
1985-12-01,67.8444
1986-01-01,72.3951
1986-02-01,67.1431
1986-03-01,61.4580
1986-04-01,56.3351
1986-05-01,55.1220
1986-06-01,59.1346
1986-07-01,64.9208
1986-08-01,63.6770
1986-09-01,60.2582
1986-10-01,56.8338
1986-11-01,58.6055
1986-12-01,67.3070
1987-01-01,72.9090
1987-02-01,69.2020
1987-03-01,64.8114
1987-04-01,59.4196
1987-05-01,58.1406
1987-06-01,63.0757
1987-07-01,67.9945
1987-08-01,69.1852
1987-09-01,63.3359
1987-10-01,59.6337
1987-11-01,61.6842
1987-12-01,69.7074
1988-01-01,78.8841
1988-02-01,75.2196
1988-03-01,69.4399
1988-04-01,62.4747
1988-05-01,60.6556
1988-06-01,66.2667
1988-07-01,72.0720
1988-08-01,74.8107
1988-09-01,66.7082
1988-10-01,62.5090
1988-11-01,64.2932
1988-12-01,72.9404
1989-01-01,76.9668
1989-02-01,75.6991
1989-03-01,72.4365
1989-04-01,64.2903
1989-05-01,62.9055
1989-06-01,67.6307
1989-07-01,73.1373
1989-08-01,74.1433
1989-09-01,68.4698
1989-10-01,65.0728
1989-11-01,68.2185
1989-12-01,83.1402
1990-01-01,83.3773
1990-02-01,76.2628
1990-03-01,72.3211
1990-04-01,66.4534
1990-05-01,65.0260
1990-06-01,70.5806
1990-07-01,75.6871
1990-08-01,76.1686
1990-09-01,72.1797
1990-10-01,66.6111
1990-11-01,67.7378
1990-12-01,76.7512
1991-01-01,84.9993
1991-02-01,76.6377
1991-03-01,72.5039
1991-04-01,66.3463
1991-05-01,67.9893
1991-06-01,73.9596
1991-07-01,79.1456
1991-08-01,78.2162
1991-09-01,72.7073
1991-10-01,67.9247
1991-11-01,71.6268
1991-12-01,78.5451
1992-01-01,84.2749
1992-02-01,79.2137
1992-03-01,73.6199
1992-04-01,68.7910
1992-05-01,66.3691
1992-06-01,70.3503
1992-07-01,76.5625
1992-08-01,75.6294
1992-09-01,71.4815
1992-10-01,68.1996
1992-11-01,72.6137
1992-12-01,83.5122
1993-01-01,86.9075
1993-02-01,83.5222
1993-03-01,78.4952
1993-04-01,70.2059
1993-05-01,66.8942
1993-06-01,73.4340
1993-07-01,81.1037
1993-08-01,81.0584
1993-09-01,73.7118
1993-10-01,68.8295
1993-11-01,73.5103
1993-12-01,83.2021
1994-01-01,92.9882
1994-02-01,86.0965
1994-03-01,78.2851
1994-04-01,70.1159
1994-05-01,68.5513
1994-06-01,77.0279
1994-07-01,82.2779
1994-08-01,80.9022
1994-09-01,74.7813
1994-10-01,70.4098
1994-11-01,74.3452
1994-12-01,83.8032
1995-01-01,91.3525
1995-02-01,86.3543
1995-03-01,80.2998
1995-04-01,72.9369
1995-05-01,72.3997
1995-06-01,77.3741
1995-07-01,84.9511
1995-08-01,88.4615
1995-09-01,77.5651
1995-10-01,72.8282
1995-11-01,78.6940
1995-12-01,89.7292
1996-01-01,97.7824
1996-02-01,91.7740
1996-03-01,85.9016
1996-04-01,76.3115
1996-05-01,75.7817
1996-06-01,80.9650
1996-07-01,84.9409
1996-08-01,85.5239
1996-09-01,78.2530
1996-10-01,73.7893
1996-11-01,80.0827
1996-12-01,89.3940
1997-01-01,97.2696
1997-02-01,88.7002
1997-03-01,82.0203
1997-04-01,75.2356
1997-05-01,72.9685
1997-06-01,78.8157
1997-07-01,87.3884
1997-08-01,86.7303
1997-09-01,80.9496
1997-10-01,76.5628
1997-11-01,81.0481
1997-12-01,90.9793
1998-01-01,93.6466
1998-02-01,86.7649
1998-03-01,85.5126
1998-04-01,75.8301
1998-05-01,77.0933
1998-06-01,85.4139
1998-07-01,92.6986
1998-08-01,92.3909
1998-09-01,86.4769
1998-10-01,79.1267
1998-11-01,80.4512
1998-12-01,90.5782
1999-01-01,100.9127
1999-02-01,90.0975
1999-03-01,89.6607
1999-04-01,79.5406
1999-05-01,78.4448
1999-06-01,86.8009
1999-07-01,96.3116
1999-08-01,95.2534
1999-09-01,86.1785
1999-10-01,79.6538
1999-11-01,81.2050
1999-12-01,93.3554
2000-01-01,100.9623
2000-02-01,93.1065
2000-03-01,87.0234
2000-04-01,80.4433
2000-05-01,83.4549
2000-06-01,89.9617
2000-07-01,94.8591
2000-08-01,98.1809
2000-09-01,89.5896
2000-10-01,82.1295
2000-11-01,86.9245
2000-12-01,101.1524
2001-01-01,107.7043
2001-02-01,95.9369
2001-03-01,91.6630
2001-04-01,81.8884
2001-05-01,81.5431
2001-06-01,89.3072
2001-07-01,94.8859
2001-08-01,98.3186
2001-09-01,87.1882
2001-10-01,81.6593
2001-11-01,81.9011
2001-12-01,91.8828
2002-01-01,101.7142
2002-02-01,94.0299
2002-03-01,92.1098
2002-04-01,84.7631
2002-05-01,84.2240
2002-06-01,92.0858
2002-07-01,101.1558
2002-08-01,100.3861
2002-09-01,92.1599
2002-10-01,85.8246
2002-11-01,87.4749
2002-12-01,99.5308
2003-01-01,108.7756
2003-02-01,102.5243
2003-03-01,93.3819
2003-04-01,84.0349
2003-05-01,84.4580
2003-06-01,90.0013
2003-07-01,100.9892
2003-08-01,103.2027
2003-09-01,91.7888
2003-10-01,85.4544
2003-11-01,87.4979
2003-12-01,102.2616
2004-01-01,112.2890
2004-02-01,104.8440
2004-03-01,94.2301
2004-04-01,85.6824
2004-05-01,87.9865
2004-06-01,94.3757
2004-07-01,100.5719
2004-08-01,98.9943
2004-09-01,92.8878
2004-10-01,86.4589
2004-11-01,88.4846
2004-12-01,104.3918
2005-01-01,109.7808
2005-02-01,100.4233
2005-03-01,97.7465
2005-04-01,85.3814
2005-05-01,86.0700
2005-06-01,98.2447
2005-07-01,107.1713
2005-08-01,108.3432
2005-09-01,98.0655
2005-10-01,88.8193
2005-11-01,89.2726
2005-12-01,106.8731
2006-01-01,103.2433
2006-02-01,100.1091
2006-03-01,97.2154
2006-04-01,86.3902
2006-05-01,88.8875
2006-06-01,99.2745
2006-07-01,109.7019
2006-08-01,110.3129
2006-09-01,94.6819
2006-10-01,89.3290
2006-11-01,91.2058
2006-12-01,101.8180
2007-01-01,110.7026
2007-02-01,110.4508
2007-03-01,97.9795
2007-04-01,89.6817
2007-05-01,90.9180
2007-06-01,99.7473
2007-07-01,106.3194
2007-08-01,112.7885
2007-09-01,100.3340
2007-10-01,91.8852
2007-11-01,92.7377
2007-12-01,105.4378
2008-01-01,113.4421
2008-02-01,106.8940
2008-03-01,99.2013
2008-04-01,89.8436
2008-05-01,90.0738
2008-06-01,102.6156
2008-07-01,109.4166
2008-08-01,106.2787
2008-09-01,96.5421
2008-10-01,89.8735
2008-11-01,92.6241
2008-12-01,108.0163
2009-01-01,115.3506
2009-02-01,103.0914
2009-03-01,96.5369
2009-04-01,86.9992
2009-05-01,86.4156
2009-06-01,96.0927
2009-07-01,102.6075
2009-08-01,104.4175
2009-09-01,93.6702
2009-10-01,88.0427
2009-11-01,88.1180
2009-12-01,109.2174
2010-01-01,117.4617
2010-02-01,109.0941
2010-03-01,96.8704
2010-04-01,84.9695
2010-05-01,89.4856
2010-06-01,102.9130
2010-07-01,111.4444
2010-08-01,111.5592
2010-09-01,98.8348
2010-10-01,87.7316
2010-11-01,91.4442
2010-12-01,112.8216
2011-01-01,117.9545
2011-02-01,105.8868
2011-03-01,97.6997
2011-04-01,88.0188
2011-05-01,88.7413
2011-06-01,101.3861
2011-07-01,113.2116
2011-08-01,112.0615
2011-09-01,98.0910
2011-10-01,88.9715
2011-11-01,92.3447
2011-12-01,105.7236
2012-01-01,110.1604
2012-02-01,101.7958
2012-03-01,92.0064
2012-04-01,86.1443
2012-05-01,91.3812
2012-06-01,99.7285
2012-07-01,111.6887
2012-08-01,108.5175
2012-09-01,95.4505
2012-10-01,88.9094
2012-11-01,92.8006
2012-12-01,103.4479
2013-01-01,113.5071
2013-02-01,104.8574
2013-03-01,101.1329
2013-04-01,89.2569
2013-05-01,89.3420
2013-06-01,99.1560
2013-07-01,108.7058
2013-08-01,106.7992
2013-09-01,97.8549
2013-10-01,90.2942
2013-11-01,95.5319
2013-12-01,111.6488
2014-01-01,122.1637
2014-02-01,110.9915
2014-03-01,102.8514
2014-04-01,88.4561
2014-05-01,90.4845
2014-06-01,100.1192
2014-07-01,107.0056
2014-08-01,106.7661
2014-09-01,98.9205
2014-10-01,90.7576
2014-11-01,97.6276
2014-12-01,107.3469
2015-01-01,118.1361
2015-02-01,114.4006
2015-03-01,102.4651
2015-04-01,87.8212
2015-05-01,89.3394
2015-06-01,101.3484
2015-07-01,110.3072
2015-08-01,109.1045
2015-09-01,100.2717
2015-10-01,89.6221
2015-11-01,90.8273
2015-12-01,100.7877
2016-01-01,115.1434
2016-02-01,104.3731
2016-03-01,92.8182
2016-04-01,86.8351
2016-05-01,88.1213
2016-06-01,101.8612
2016-07-01,112.4736
2016-08-01,113.7734
2016-09-01,100.7221
2016-10-01,89.5068
2016-11-01,91.2292
2016-12-01,112.3141
2017-01-01,114.8282
2017-02-01,98.2191
2017-03-01,99.6408
2017-04-01,85.9106
2017-05-01,89.2053
2017-06-01,99.1945
2017-07-01,109.8510
2017-08-01,106.3876
2017-09-01,95.8052
2017-10-01,90.8060
2017-11-01,95.7362
2017-12-01,114.4154
2018-01-01,126.3626
2018-02-01,106.1780
2018-03-01,103.1138
2018-04-01,92.4225
2018-05-01,93.0715
2018-06-01,103.2531
2018-07-01,113.0893
2018-08-01,113.0449
2018-09-01,101.4058
2018-10-01,94.4922
2018-11-01,101.3895
2018-12-01,110.5936
2019-01-01,120.0835
2019-02-01,109.9869
2019-03-01,104.4755
2019-04-01,88.2739
2019-05-01,92.6372
2019-06-01,99.6989
2019-07-01,113.9250
2019-08-01,112.3523
2019-09-01,103.1219
2019-10-01,93.7998
2019-11-01,99.9351
2019-12-01,109.8622
2020-01-01,112.8358
2020-02-01,106.5041
2020-03-01,96.4716
2020-04-01,86.0479
2020-05-01,87.2456
2020-06-01,99.7384
2020-07-01,115.1903
2020-08-01,111.9056
2020-09-01,98.0708
2020-10-01,91.7454
2020-11-01,93.0406
2020-12-01,112.8288
2021-01-01,116.9067
2021-02-01,114.2905
2021-03-01,98.4832
2021-04-01,87.2921
2021-05-01,89.3455
2021-06-01,103.9947
2021-07-01,112.2001
2021-08-01,114.0978
2021-09-01,100.3642
2021-10-01,91.1548
2021-11-01,97.8449
2021-12-01,108.3546
2022-01-01,126.5273
2022-02-01,114.3064
2022-03-01,102.7846
2022-04-01,91.4573
2022-05-01,95.5598
2022-06-01,104.3661
